"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"
閃耀的浪漫	빛나는 로맨스	MBC	-	2014-02-12	▌▌
閃耀的浪漫	빛나는 로맨스	MBC	37	2014-02-13	12.8%
閃耀的浪漫	빛나는 로맨스	MBC	38	2014-02-14	13.5%
閃耀的浪漫	빛나는 로맨스	MBC	39	2014-02-17	12.1%
閃耀的浪漫	빛나는 로맨스	MBC	-	2014-02-18	▌▌
閃耀的浪漫	빛나는 로맨스	MBC	40	2014-02-19	14.2%
閃耀的浪漫	빛나는 로맨스	MBC	41	2014-02-20	11.7%
閃耀的浪漫	빛나는 로맨스	MBC	42	2014-02-21	11.9%
閃耀的浪漫	빛나는 로맨스	MBC	43	2014-02-24	11.1%
閃耀的浪漫	빛나는 로맨스	MBC	44	2014-02-25	11.8%
閃耀的浪漫	빛나는 로맨스	MBC	45	2014-02-26	10.9%
閃耀的浪漫	빛나는 로맨스	MBC	46	2014-02-27	11.6%
閃耀的浪漫	빛나는 로맨스	MBC	47	2014-02-28	11.6%
閃耀的浪漫	빛나는 로맨스	MBC	1	2013-12-23	10.0%
閃耀的浪漫	빛나는 로맨스	MBC	2	2013-12-24	7.8%
閃耀的浪漫	빛나는 로맨스	MBC	3	2013-12-25	9.7%
閃耀的浪漫	빛나는 로맨스	MBC	4	2013-12-26	8.6%
閃耀的浪漫	빛나는 로맨스	MBC	5	2013-12-27	8.7%
閃耀的浪漫	빛나는 로맨스	MBC	6	2013-12-30	9.1%
閃耀的浪漫	빛나는 로맨스	MBC	7	2013-12-31	*.*
閃耀的浪漫	빛나는 로맨스	MBC	8	2014-01-01	9.3%
閃耀的浪漫	빛나는 로맨스	MBC	9	2014-01-02	8.4%
閃耀的浪漫	빛나는 로맨스	MBC	10	2014-01-03	10.2%
閃耀的浪漫	빛나는 로맨스	MBC	11	2014-01-06	*.*
閃耀的浪漫	빛나는 로맨스	MBC	12	2014-01-07	10.0%
閃耀的浪漫	빛나는 로맨스	MBC	13	2014-01-08	9.3%
閃耀的浪漫	빛나는 로맨스	MBC	14	2014-01-09	9.1%
閃耀的浪漫	빛나는 로맨스	MBC	15	2014-01-10	8.7%
閃耀的浪漫	빛나는 로맨스	MBC	16	2014-01-13	*.*
閃耀的浪漫	빛나는 로맨스	MBC	17	2014-01-14	8.7%
閃耀的浪漫	빛나는 로맨스	MBC	18	2014-01-15	9.1%
閃耀的浪漫	빛나는 로맨스	MBC	19	2014-01-16	9.4%
閃耀的浪漫	빛나는 로맨스	MBC	20	2014-01-17	9.4%
閃耀的浪漫	빛나는 로맨스	MBC	21	2014-01-20	*.*
閃耀的浪漫	빛나는 로맨스	MBC	22	2014-01-21	9.9%
閃耀的浪漫	빛나는 로맨스	MBC	23	2014-01-22	9.7%
閃耀的浪漫	빛나는 로맨스	MBC	24	2014-01-23	9.3%
閃耀的浪漫	빛나는 로맨스	MBC	25	2014-01-24	9.8%
閃耀的浪漫	빛나는 로맨스	MBC	26	2014-01-27	*.*
閃耀的浪漫	빛나는 로맨스	MBC	27	2014-01-28	8.0%
閃耀的浪漫	빛나는 로맨스	MBC	28	2014-01-29	8.9%
閃耀的浪漫	빛나는 로맨스	MBC	29	2014-01-30	9.4%
閃耀的浪漫	빛나는 로맨스	MBC	30	2014-01-31	8.3%
閃耀的浪漫	빛나는 로맨스	MBC	31	2014-02-03	10.7%
閃耀的浪漫	빛나는 로맨스	MBC	32	2014-02-04	10.9%
閃耀的浪漫	빛나는 로맨스	MBC	33	2014-02-05	11.3%
閃耀的浪漫	빛나는 로맨스	MBC	34	2014-02-06	10.5%
閃耀的浪漫	빛나는 로맨스	MBC	35	2014-02-07	11.6%
閃耀的浪漫	빛나는 로맨스	MBC	-	2014-02-10	▌▌
閃耀的浪漫	빛나는 로맨스	MBC	36	2014-02-11	10.7%
閃耀的浪漫	빛나는 로맨스	MBC	-	2014-02-12	▌▌
閃耀的浪漫	빛나는 로맨스	MBC	37	2014-02-13	12.8%
閃耀的浪漫	빛나는 로맨스	MBC	38	2014-02-14	13.5%
閃耀的浪漫	빛나는 로맨스	MBC	39	2014-02-17	12.1%
閃耀的浪漫	빛나는 로맨스	MBC	-	2014-02-18	▌▌
閃耀的浪漫	빛나는 로맨스	MBC	40	2014-02-19	14.2%
閃耀的浪漫	빛나는 로맨스	MBC	41	2014-02-20	11.7%
閃耀的浪漫	빛나는 로맨스	MBC	42	2014-02-21	11.9%
閃耀的浪漫	빛나는 로맨스	MBC	43	2014-02-24	11.1%
閃耀的浪漫	빛나는 로맨스	MBC	44	2014-02-25	11.8%
閃耀的浪漫	빛나는 로맨스	MBC	45	2014-02-26	10.9%
閃耀的浪漫	빛나는 로맨스	MBC	46	2014-02-27	11.6%
閃耀的浪漫	빛나는 로맨스	MBC	47	2014-02-28	11.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	1	2013-11-04	24.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	2	2013-11-05	24.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	3	2013-11-06	21.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	4	2013-11-07	22.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	5	2013-11-08	21.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	6	2013-11-11	23.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	7	2013-11-12	25.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	8	2013-11-13	22.4%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	9	2013-11-14	23.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	10	2013-11-15	21.4%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	11	2013-11-18	24.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	12	2013-11-19	25.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	13	2013-11-20	23.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	14	2013-11-21	25.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	15	2013-11-22	23.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	16	2013-11-25	25.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	17	2013-11-26	24.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	18	2013-11-27	23.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	19	2013-11-28	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	20	2013-11-29	26.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	21	2013-12-02	26.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	22	2013-12-03	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	23	2013-12-04	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	24	2013-12-05	28.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	25	2013-12-06	25.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	26	2013-12-09	27.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	27	2013-12-10	24.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	28	2013-12-11	25.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	29	2013-12-12	26.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	30	2013-12-13	24.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	31	2013-12-16	27.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	32	2013-12-17	26.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	33	2013-12-18	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	34	2013-12-19	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	35	2013-12-20	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	36	2013-12-23	27.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	37	2013-12-24	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	38	2013-12-25	26.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	39	2013-12-26	27.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	40	2013-12-27	25.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	41	2013-12-30	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	42	2013-12-31	25.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	43	2014-01-01	27.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	44	2014-01-02	27.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	45	2014-01-03	26.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	46	2014-01-06	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	47	2014-01-07	27.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	48	2014-01-08	26.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	49	2014-01-09	27.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	50	2014-01-10	25.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	1	2013-11-04	24.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	2	2013-11-05	24.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	3	2013-11-06	21.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	4	2013-11-07	22.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	5	2013-11-08	21.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	6	2013-11-11	23.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	7	2013-11-12	25.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	8	2013-11-13	22.4%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	9	2013-11-14	23.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	10	2013-11-15	21.4%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	11	2013-11-18	24.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	12	2013-11-19	25.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	13	2013-11-20	23.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	14	2013-11-21	25.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	15	2013-11-22	23.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	16	2013-11-25	25.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	17	2013-11-26	24.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	18	2013-11-27	23.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	19	2013-11-28	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	20	2013-11-29	26.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	21	2013-12-02	26.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	22	2013-12-03	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	23	2013-12-04	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	24	2013-12-05	28.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	25	2013-12-06	25.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	26	2013-12-09	27.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	27	2013-12-10	24.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	28	2013-12-11	25.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	29	2013-12-12	26.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	30	2013-12-13	24.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	31	2013-12-16	27.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	32	2013-12-17	26.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	33	2013-12-18	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	34	2013-12-19	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	35	2013-12-20	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	36	2013-12-23	27.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	37	2013-12-24	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	38	2013-12-25	26.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	39	2013-12-26	27.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	40	2013-12-27	25.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	41	2013-12-30	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	42	2013-12-31	25.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	43	2014-01-01	27.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	44	2014-01-02	27.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	45	2014-01-03	26.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	46	2014-01-06	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	47	2014-01-07	27.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	48	2014-01-08	26.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	49	2014-01-09	27.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	50	2014-01-10	25.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	1	2013-11-04	24.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	2	2013-11-05	24.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	3	2013-11-06	21.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	4	2013-11-07	22.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	5	2013-11-08	21.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	6	2013-11-11	23.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	7	2013-11-12	25.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	8	2013-11-13	22.4%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	9	2013-11-14	23.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	10	2013-11-15	21.4%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	11	2013-11-18	24.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	12	2013-11-19	25.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	13	2013-11-20	23.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	14	2013-11-21	25.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	15	2013-11-22	23.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	16	2013-11-25	25.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	17	2013-11-26	24.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	18	2013-11-27	23.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	19	2013-11-28	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	20	2013-11-29	26.0%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	21	2013-12-02	26.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	22	2013-12-03	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	23	2013-12-04	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	24	2013-12-05	28.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	25	2013-12-06	25.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	26	2013-12-09	27.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	27	2013-12-10	24.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	28	2013-12-11	25.8%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	29	2013-12-12	26.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	30	2013-12-13	24.1%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	31	2013-12-16	27.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	32	2013-12-17	26.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	33	2013-12-18	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	34	2013-12-19	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	35	2013-12-20	25.9%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	36	2013-12-23	27.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	37	2013-12-24	25.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	38	2013-12-25	26.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	39	2013-12-26	27.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	40	2013-12-27	25.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	41	2013-12-30	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	42	2013-12-31	25.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	43	2014-01-01	27.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	44	2014-01-02	27.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	45	2014-01-03	26.5%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	46	2014-01-06	26.7%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	47	2014-01-07	27.6%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	48	2014-01-08	26.3%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	49	2014-01-09	27.2%
乘著歌聲的愛情	사랑은 노래를 타고	KBS1	50	2014-01-10	25.2%
天上女人	천상여자	KBS2	1	2014-01-06	12.8%
天上女人	천상여자	KBS2	2	2014-01-07	11.9%
天上女人	천상여자	KBS2	3	2014-01-08	15.4%
天上女人	천상여자	KBS2	4	2014-01-09	14.0%
天上女人	천상여자	KBS2	5	2014-01-10	13.7%
天上女人	천상여자	KBS2	6	2014-01-13	14.3%
天上女人	천상여자	KBS2	7	2014-01-14	13.7%
天上女人	천상여자	KBS2	8	2014-01-15	14.9%
天上女人	천상여자	KBS2	9	2014-01-16	16.5%
天上女人	천상여자	KBS2	10	2014-01-17	16.2%
天上女人	천상여자	KBS2	11	2014-01-20	18.9%
天上女人	천상여자	KBS2	12	2014-01-21	15.5%
天上女人	천상여자	KBS2	13	2014-01-22	17.2%
天上女人	천상여자	KBS2	14	2014-01-23	17.3%
天上女人	천상여자	KBS2	15	2014-01-24	18.1%
天上女人	천상여자	KBS2	16	2014-01-27	18.1%
天上女人	천상여자	KBS2	17	2014-01-28	15.7%
天上女人	천상여자	KBS2	18	2014-01-29	17.2%
天上女人	천상여자	KBS2	19	2014-01-30	15.1%
天上女人	천상여자	KBS2	20	2014-01-31	16.1%
天上女人	천상여자	KBS2	21	2014-02-03	19.0%
天上女人	천상여자	KBS2	22	2014-02-04	17.8%
天上女人	천상여자	KBS2	23	2014-02-05	19.8%
天上女人	천상여자	KBS2	24	2014-02-06	17.9%
天上女人	천상여자	KBS2	25	2014-02-07	17.2%
天上女人	천상여자	KBS2	-	2014-02-10	▌▌
天上女人	천상여자	KBS2	26	2014-02-11	16.5%
天上女人	천상여자	KBS2	27	2014-02-12	17.1%
天上女人	천상여자	KBS2	-	2014-02-13	▌▌
天上女人	천상여자	KBS2	28	2014-02-14	15.5%
天上女人	천상여자	KBS2	29	2014-02-17	16.7%
天上女人	천상여자	KBS2	30	2014-02-18	10.5%
天上女人	천상여자	KBS2	31	2014-02-19	15.3%
天上女人	천상여자	KBS2	32	2014-02-20	16.9%
天上女人	천상여자	KBS2	33	2014-02-21	16.9%
天上女人	천상여자	KBS2	34	2014-02-24	15.9%
天上女人	천상여자	KBS2	35	2014-02-25	18.1%
天上女人	천상여자	KBS2	36	2014-02-26	18.3%
天上女人	천상여자	KBS2	37	2014-02-27	19.3%
天上女人	천상여자	KBS2	38	2014-02-28	17.1%
天上女人	천상여자	KBS2	39	2014-03-03	18.9%
天上女人	천상여자	KBS2	40	2014-03-04	17.7%
天上女人	천상여자	KBS2	41	2014-03-05	19.0%
天上女人	천상여자	KBS2	42	2014-03-06	17.7%
天上女人	천상여자	KBS2	43	2014-03-07	18.5%
天上女人	천상여자	KBS2	44	2014-03-10	18.8%
天上女人	천상여자	KBS2	45	2014-03-11	18.1%
天上女人	천상여자	KBS2	46	2014-03-12	18.7%
天上女人	천상여자	KBS2	47	2014-03-13	17.5%
天上女人	천상여자	KBS2	48	2014-03-14	17.1%
天上女人	천상여자	KBS2	1	2014-01-06	12.8%
天上女人	천상여자	KBS2	2	2014-01-07	11.9%
天上女人	천상여자	KBS2	3	2014-01-08	15.4%
天上女人	천상여자	KBS2	4	2014-01-09	14.0%
天上女人	천상여자	KBS2	5	2014-01-10	13.7%
天上女人	천상여자	KBS2	6	2014-01-13	14.3%
天上女人	천상여자	KBS2	7	2014-01-14	13.7%
天上女人	천상여자	KBS2	8	2014-01-15	14.9%
天上女人	천상여자	KBS2	9	2014-01-16	16.5%
天上女人	천상여자	KBS2	10	2014-01-17	16.2%
天上女人	천상여자	KBS2	11	2014-01-20	18.9%
天上女人	천상여자	KBS2	12	2014-01-21	15.5%
天上女人	천상여자	KBS2	13	2014-01-22	17.2%
天上女人	천상여자	KBS2	14	2014-01-23	17.3%
天上女人	천상여자	KBS2	15	2014-01-24	18.1%
天上女人	천상여자	KBS2	16	2014-01-27	18.1%
天上女人	천상여자	KBS2	17	2014-01-28	15.7%
天上女人	천상여자	KBS2	18	2014-01-29	17.2%
天上女人	천상여자	KBS2	19	2014-01-30	15.1%
天上女人	천상여자	KBS2	20	2014-01-31	16.1%
天上女人	천상여자	KBS2	21	2014-02-03	19.0%
天上女人	천상여자	KBS2	22	2014-02-04	17.8%
天上女人	천상여자	KBS2	23	2014-02-05	19.8%
天上女人	천상여자	KBS2	24	2014-02-06	17.9%
天上女人	천상여자	KBS2	25	2014-02-07	17.2%
天上女人	천상여자	KBS2	-	2014-02-10	▌▌
天上女人	천상여자	KBS2	26	2014-02-11	16.5%
天上女人	천상여자	KBS2	27	2014-02-12	17.1%
天上女人	천상여자	KBS2	-	2014-02-13	▌▌
天上女人	천상여자	KBS2	28	2014-02-14	15.5%
天上女人	천상여자	KBS2	29	2014-02-17	16.7%
天上女人	천상여자	KBS2	30	2014-02-18	10.5%
天上女人	천상여자	KBS2	31	2014-02-19	15.3%
天上女人	천상여자	KBS2	32	2014-02-20	16.9%
天上女人	천상여자	KBS2	33	2014-02-21	16.9%
天上女人	천상여자	KBS2	34	2014-02-24	15.9%
天上女人	천상여자	KBS2	35	2014-02-25	18.1%
天上女人	천상여자	KBS2	36	2014-02-26	18.3%
天上女人	천상여자	KBS2	37	2014-02-27	19.3%
天上女人	천상여자	KBS2	38	2014-02-28	17.1%
天上女人	천상여자	KBS2	39	2014-03-03	18.9%
天上女人	천상여자	KBS2	40	2014-03-04	17.7%
天上女人	천상여자	KBS2	41	2014-03-05	19.0%
天上女人	천상여자	KBS2	42	2014-03-06	17.7%
天上女人	천상여자	KBS2	43	2014-03-07	18.5%
天上女人	천상여자	KBS2	44	2014-03-10	18.8%
天上女人	천상여자	KBS2	45	2014-03-11	18.1%
天上女人	천상여자	KBS2	46	2014-03-12	18.7%
天上女人	천상여자	KBS2	47	2014-03-13	17.5%
天上女人	천상여자	KBS2	48	2014-03-14	17.1%
天上女人	천상여자	KBS2	1	2014-01-06	12.8%
天上女人	천상여자	KBS2	2	2014-01-07	11.9%
天上女人	천상여자	KBS2	3	2014-01-08	15.4%
天上女人	천상여자	KBS2	4	2014-01-09	14.0%
天上女人	천상여자	KBS2	5	2014-01-10	13.7%
天上女人	천상여자	KBS2	6	2014-01-13	14.3%
天上女人	천상여자	KBS2	7	2014-01-14	13.7%
天上女人	천상여자	KBS2	8	2014-01-15	14.9%
天上女人	천상여자	KBS2	9	2014-01-16	16.5%
天上女人	천상여자	KBS2	10	2014-01-17	16.2%
天上女人	천상여자	KBS2	11	2014-01-20	18.9%
天上女人	천상여자	KBS2	12	2014-01-21	15.5%
天上女人	천상여자	KBS2	13	2014-01-22	17.2%
天上女人	천상여자	KBS2	14	2014-01-23	17.3%
天上女人	천상여자	KBS2	15	2014-01-24	18.1%
天上女人	천상여자	KBS2	16	2014-01-27	18.1%
天上女人	천상여자	KBS2	17	2014-01-28	15.7%
天上女人	천상여자	KBS2	18	2014-01-29	17.2%
天上女人	천상여자	KBS2	19	2014-01-30	15.1%
天上女人	천상여자	KBS2	20	2014-01-31	16.1%
天上女人	천상여자	KBS2	21	2014-02-03	19.0%
天上女人	천상여자	KBS2	22	2014-02-04	17.8%
天上女人	천상여자	KBS2	23	2014-02-05	19.8%
天上女人	천상여자	KBS2	24	2014-02-06	17.9%
天上女人	천상여자	KBS2	25	2014-02-07	17.2%
天上女人	천상여자	KBS2	-	2014-02-10	▌▌
天上女人	천상여자	KBS2	26	2014-02-11	16.5%
天上女人	천상여자	KBS2	27	2014-02-12	17.1%
天上女人	천상여자	KBS2	-	2014-02-13	▌▌
天上女人	천상여자	KBS2	28	2014-02-14	15.5%
天上女人	천상여자	KBS2	29	2014-02-17	16.7%
天上女人	천상여자	KBS2	30	2014-02-18	10.5%
天上女人	천상여자	KBS2	31	2014-02-19	15.3%
天上女人	천상여자	KBS2	32	2014-02-20	16.9%
天上女人	천상여자	KBS2	33	2014-02-21	16.9%
天上女人	천상여자	KBS2	34	2014-02-24	15.9%
天上女人	천상여자	KBS2	35	2014-02-25	18.1%
天上女人	천상여자	KBS2	36	2014-02-26	18.3%
天上女人	천상여자	KBS2	37	2014-02-27	19.3%
天上女人	천상여자	KBS2	38	2014-02-28	17.1%
天上女人	천상여자	KBS2	39	2014-03-03	18.9%
天上女人	천상여자	KBS2	40	2014-03-04	17.7%
天上女人	천상여자	KBS2	41	2014-03-05	19.0%
天上女人	천상여자	KBS2	42	2014-03-06	17.7%
天上女人	천상여자	KBS2	43	2014-03-07	18.5%
天上女人	천상여자	KBS2	44	2014-03-10	18.8%
天上女人	천상여자	KBS2	45	2014-03-11	18.1%
天上女人	천상여자	KBS2	46	2014-03-12	18.7%
天上女人	천상여자	KBS2	47	2014-03-13	17.5%
天上女人	천상여자	KBS2	48	2014-03-14	17.1%
中學生 A某	중학생 A양	KBS2		平　均	2.90%
青春	청춘	KBS2		2014-05-11	6.100
違停	부정주차	KBS2		2014-05-18	2.600
溫暖的一句話	따뜻한 말 한마디	SBS	1	2013-12-02	6.8%
溫暖的一句話	따뜻한 말 한마디	SBS	2	2013-12-03	7.3%
溫暖的一句話	따뜻한 말 한마디	SBS	3	2013-12-09	5.6%
溫暖的一句話	따뜻한 말 한마디	SBS	4	2013-12-10	6.7%
溫暖的一句話	따뜻한 말 한마디	SBS	5	2013-12-16	5.2%
溫暖的一句話	따뜻한 말 한마디	SBS	6	2013-12-17	6.9%
溫暖的一句話	따뜻한 말 한마디	SBS	7	2013-12-23	6.5%
溫暖的一句話	따뜻한 말 한마디	SBS	8	2013-12-24	6.7%
溫暖的一句話	따뜻한 말 한마디	SBS	-	2013-12-30	▌▌
溫暖的一句話	따뜻한 말 한마디	SBS	-	2013-12-31	▌▌
溫暖的一句話	따뜻한 말 한마디	SBS	9	2014-01-06	6.5%
溫暖的一句話	따뜻한 말 한마디	SBS	10	2014-01-07	7.5%
溫暖的一句話	따뜻한 말 한마디	SBS	11	2014-01-13	7.7%
溫暖的一句話	따뜻한 말 한마디	SBS	12	2014-01-14	8.6%
溫暖的一句話	따뜻한 말 한마디	SBS	13	2014-01-20	9.2%
溫暖的一句話	따뜻한 말 한마디	SBS	14	2014-01-21	8.5%
溫暖的一句話	따뜻한 말 한마디	SBS	15	2014-01-27	7.5%
